row,col,data
2233,1553,1.0
8500,6964,1.0
4511,13051,1.0
6885,13588,1.0
6205,18872,1.0
6419,14766,1.0
5713,10258,1.0
9224,17127,1.0
11426,9590,1.0
3672,14351,1.0
718,16812,1.0
1011,22164,1.0
8864,13808,1.0
5765,20015,1.0
7938,12256,1.0
610,12022,1.0
1249,9723,1.0
9257,16576,1.0
1709,10898,1.0
7028,9311,1.0
4727,5789,1.0
1775,21357,1.0
3927,17927,1.0
12595,7301,1.0
10712,6622,1.0
1873,13422,1.0
9921,5361,1.0
9379,12745,1.0
8232,17940,1.0
7135,6558,1.0
4358,1012,1.0
8820,3469,1.0
6415,9443,1.0
5804,2944,1.0
3549,15854,1.0
8997,17683,1.0
7315,8723,1.0
7573,708,1.0
10082,11741,1.0
3714,2495,1.0
9942,2294,1.0
8584,18706,1.0
7507,18295,1.0
4888,16433,1.0
1415,10893,1.0
3947,21843,1.0
1044,9718,1.0
11541,21893,1.0
10699,531,1.0
1854,5669,1.0
152,18777,1.0
10580,3638,1.0
751,14415,1.0
781,21927,1.0
5710,12997,1.0
5337,19235,1.0
7746,14817,1.0
5203,16545,1.0
6684,21872,1.0
566,2562,1.0
9515,10802,1.0
3298,10086,1.0
11091,4039,1.0
5025,15237,1.0
6962,7239,1.0
11718,8389,1.0
8503,4760,1.0
7965,12757,1.0
3357,10003,1.0
9556,6361,1.0
3181,15179,1.0
10706,20735,1.0
8763,4904,1.0
4032,21467,1.0
1570,15223,1.0
5140,10105,1.0
4810,17918,1.0
3053,3429,1.0
11767,19694,1.0
10398,6626,1.0
5015,3658,1.0
1122,6482,1.0
11357,5837,1.0
9952,11523,1.0
12564,10112,1.0
11248,4333,1.0
6033,8812,1.0
641,9295,1.0
12120,6277,1.0
1073,18150,1.0
12572,7461,1.0
7347,4542,1.0
5314,1126,1.0
5934,3370,1.0
7097,5897,1.0
9308,14136,1.0
1942,8220,1.0
2119,21451,1.0
9634,5896,1.0
9161,3216,1.0
11967,19876,1.0
2737,12839,1.0
11631,3588,1.0
6872,9746,1.0
6537,10718,1.0
903,4986,1.0
12184,10506,1.0
4193,5354,1.0
2636,8568,1.0
4397,15984,1.0
4494,18067,1.0
1110,9007,1.0
10566,16789,1.0
9860,6605,1.0
6412,21745,1.0
9743,7871,1.0
8960,9818,1.0
4992,18811,1.0
805,19330,1.0
9273,4092,1.0
10333,9543,1.0
9655,8326,1.0
2771,21921,1.0
10510,16502,1.0
136,7755,1.0
3178,8003,1.0
898,12311,1.0
9916,8794,1.0
8197,8895,1.0
12142,16603,1.0
12202,21471,1.0
8039,20323,1.0
8918,6683,1.0
3110,21676,1.0
4240,13079,1.0
1154,18015,1.0
9614,12217,1.0
7785,9990,1.0
10494,1610,1.0
11669,6831,1.0
2548,19378,1.0
6815,13613,1.0
3140,15097,1.0
207,15768,1.0
2813,19004,1.0
11457,21270,1.0
7536,12411,1.0
1262,5461,1.0
1406,9584,1.0
1194,6802,1.0
6893,18491,1.0
588,14136,1.0
5682,8774,1.0
11581,5459,1.0
4210,12664,1.0
1861,22064,1.0
2976,19662,1.0
8240,13652,1.0
2268,9690,1.0
5733,14153,1.0
10821,823,1.0
11277,12066,1.0
6172,17928,1.0
5497,21017,1.0
6365,4958,1.0
9800,5451,1.0
11961,4384,1.0
7244,4533,1.0
12371,19590,1.0
6001,5492,1.0
1121,8782,1.0
6213,14646,1.0
8194,6420,1.0
6096,18349,1.0
11482,9856,1.0
10481,5602,1.0
2622,7484,1.0
5008,11024,1.0
11824,21199,1.0
11739,9251,1.0
7245,16359,1.0
279,9787,1.0
7330,19758,1.0
7582,13980,1.0
4534,3019,1.0
10518,4236,1.0
10302,9955,1.0
2617,753,1.0
523,14721,1.0
1143,15094,1.0
3825,3768,1.0
4300,5912,1.0
12104,12845,1.0
8875,3869,1.0
4352,5939,1.0
3019,3701,1.0
3866,3896,1.0
6307,15013,1.0
4503,5621,1.0
4107,12085,1.0
1855,19674,1.0
5327,9247,1.0
861,10837,1.0
3599,21072,1.0
4039,9644,1.0
5562,14379,1.0
1163,11640,1.0
2610,7198,1.0
7024,15661,1.0
12140,7328,1.0
5404,10316,1.0
5157,1823,1.0
1092,9897,1.0
7049,3954,1.0
5150,16321,1.0
2786,12072,1.0
2120,18464,1.0
1950,14042,1.0
1846,10002,1.0
5899,22077,1.0
3386,19525,1.0
3816,2038,1.0
1757,19330,1.0
6340,11043,1.0
925,19254,1.0
7648,19139,1.0
813,1570,1.0
9195,8633,1.0
5070,15341,1.0
9982,4835,1.0
11872,8290,1.0
6048,13942,1.0
8204,18928,1.0
7961,15945,1.0
8432,16025,1.0
4889,5763,1.0
4213,1660,1.0
9553,3082,1.0
6435,3524,1.0
5577,15449,1.0
5002,14073,1.0
9342,10931,1.0
6306,7410,1.0
2693,16006,1.0
4610,14605,1.0
2582,3894,1.0
1495,13506,1.0
10569,6818,1.0
10191,22140,1.0
4723,9566,1.0
2549,9913,1.0
154,8025,1.0
371,5283,1.0
6662,14672,1.0
8387,19921,1.0
9497,9971,1.0
9759,9170,1.0
6364,13709,1.0
4941,6166,1.0
11774,3289,1.0
9973,7079,1.0
12475,14409,1.0
12037,18697,1.0
9941,17803,1.0
3669,3690,1.0
4644,13960,1.0
1866,6005,1.0
7298,4583,1.0
8606,21348,1.0
8538,5214,1.0
8185,13120,1.0
181,2738,1.0
1192,12832,1.0
11386,12436,1.0
11131,9971,1.0
12167,4462,1.0
1148,7665,1.0
2315,18133,1.0
6210,2627,1.0
5170,21771,1.0
8447,7218,1.0
12324,19040,1.0
2652,11287,1.0
7507,15375,1.0
8400,11033,1.0
8461,5916,1.0
11507,15330,1.0
7562,11430,1.0
5453,10424,1.0
4174,2434,1.0
3010,20524,1.0
894,14403,1.0
10100,1581,1.0
5909,12021,1.0
4248,14513,1.0
8235,10803,1.0
1206,19103,1.0
1533,21350,1.0
8001,12342,1.0
3371,3054,1.0
3936,1862,1.0
7731,15301,1.0
8518,595,1.0
10290,11938,1.0
4169,2825,1.0
4344,6091,1.0
783,18002,1.0
412,7498,1.0
7598,9211,1.0
3941,14045,1.0
5919,7731,1.0
11621,9125,1.0
11923,10999,1.0
2413,17959,1.0
6837,8690,1.0
5172,5323,1.0
9233,15868,1.0
6649,8983,1.0
3294,6062,1.0
4913,9147,1.0
457,19521,1.0
2162,14302,1.0
4050,11766,1.0
3340,21517,1.0
6979,17935,1.0
7366,5966,1.0
10763,7910,1.0
11682,22051,1.0
8670,12162,1.0
2145,8160,1.0
6126,7264,1.0
5749,13690,1.0
4396,14013,1.0
11300,7353,1.0
5498,15966,1.0
6288,22008,1.0
11344,11073,1.0
11082,4920,1.0
12054,10103,1.0
2600,19624,1.0
11060,2647,1.0
2184,13348,1.0
10658,2953,1.0
6691,7028,1.0
12495,8375,1.0
2339,15792,1.0
346,9993,1.0
2183,18534,1.0
2818,1649,1.0
5976,16189,1.0
3852,15756,1.0
6526,10339,1.0
12367,21790,1.0
11282,17013,1.0
4982,12152,1.0
10412,4523,1.0
6112,3746,1.0
6237,3750,1.0
5370,13745,1.0
7586,15587,1.0
6213,4952,1.0
8464,15136,1.0
999,5412,1.0
4479,1286,1.0
1324,22018,1.0
6198,10583,1.0
3501,7637,1.0
3402,16955,1.0
12132,5944,1.0
2742,6983,1.0
8021,5970,1.0
5750,7998,1.0
1868,5131,1.0
3312,21470,1.0
8494,13070,1.0
3938,4600,1.0
9920,10529,1.0
6740,12425,1.0
1192,7863,1.0
7007,5669,1.0
5901,20337,1.0
9764,1787,1.0
9209,13011,1.0
8134,4044,1.0
2363,11374,1.0
3804,21170,1.0
5728,12319,1.0
7273,16171,1.0
7643,21663,1.0
2584,1742,1.0
10422,9612,1.0
1132,16869,1.0
41,10762,1.0
12288,21719,1.0
11938,4783,1.0
11417,18386,1.0
5965,20798,1.0
6111,17281,1.0
2549,14655,1.0
2145,14102,1.0
4499,18307,1.0
9292,2391,1.0
12154,19663,1.0
4440,21464,1.0
7116,5803,1.0
2111,12779,1.0
5692,18534,1.0
5300,21006,1.0
3233,21268,1.0
671,503,1.0
966,16838,1.0
9604,18226,1.0
10465,10682,1.0
4489,2541,1.0
4720,15111,1.0
3562,18374,1.0
9743,12317,1.0
2934,17284,1.0
7997,8924,1.0
9611,9660,1.0
574,8559,1.0
1277,8860,1.0
11939,7711,1.0
3773,10187,1.0
4055,13986,1.0
924,4563,1.0
9508,12280,1.0
7878,3036,1.0
161,21412,1.0
3952,20753,1.0
8697,22026,1.0
10255,11221,1.0
2758,17163,1.0
4036,4606,1.0
8903,10228,1.0
4674,22048,1.0
335,5398,1.0
6990,17241,1.0
10389,16957,1.0
9289,12330,1.0
4981,14960,1.0
10329,2159,1.0
2275,16635,1.0
12591,13180,1.0
11523,835,1.0
8394,2232,1.0
2415,7757,1.0
3314,9791,1.0
6945,13083,1.0
10612,10085,1.0
143,7099,1.0
8441,8612,1.0
806,20948,1.0
6442,16870,1.0
5732,11970,1.0
2394,17761,1.0
10720,1266,1.0
5251,17473,1.0
9464,509,1.0
12444,18834,1.0
8276,11408,1.0
2906,5086,1.0
749,13824,1.0
5963,22205,1.0
9925,9313,1.0
3834,1018,1.0
2984,4437,1.0
602,13624,1.0
10889,13788,1.0
9181,18462,1.0
10812,14779,1.0
374,20824,1.0
3453,16296,1.0
4949,8940,1.0
1114,10882,1.0
11551,5619,1.0
8263,4718,1.0
3161,2740,1.0
10395,1545,1.0
1025,15875,1.0
2017,5864,1.0
12486,20607,1.0
1016,21966,1.0
602,13809,1.0
10113,21426,1.0
9246,16085,1.0
3880,12741,1.0
12233,13539,1.0
226,21493,1.0
9752,4634,1.0
12381,1459,1.0
4235,14025,1.0
9421,14345,1.0
4912,9516,1.0
8640,9534,1.0
3282,19204,1.0
1922,5707,1.0
8632,5871,1.0
2655,977,1.0
1952,17040,1.0
6189,19346,1.0
6359,12141,1.0
7529,19581,1.0
7381,95,1.0
7720,8650,1.0
3419,19000,1.0
2155,22217,1.0
11578,2810,1.0
5613,2819,1.0
530,10874,1.0
10792,17480,1.0
9493,10198,1.0
3005,13285,1.0
10340,750,1.0
5542,14574,1.0
8724,21940,1.0
1047,11556,1.0
3341,7957,1.0
7241,20379,1.0
8597,7360,1.0
9668,15395,1.0
3679,20749,1.0
1262,14139,1.0
897,9226,1.0
4910,4939,1.0
2363,19829,1.0
172,1324,1.0
4322,20566,1.0
11364,4633,1.0
10248,15639,1.0
2007,22078,1.0
853,17271,1.0
11365,20453,1.0
8541,17387,1.0
4225,12452,1.0
928,15183,1.0
2421,12576,1.0
10271,13005,1.0
6125,12792,1.0
2725,17151,1.0
10916,10907,1.0
9597,8183,1.0
1787,8122,1.0
7739,19040,1.0
3634,21313,1.0
3236,334,1.0
7505,21218,1.0
9136,5783,1.0
2690,18998,1.0
7726,7799,1.0
11159,4402,1.0
5056,13157,1.0
9948,19486,1.0
8411,9232,1.0
349,8344,1.0
1144,13424,1.0
7265,7462,1.0
4126,6977,1.0
2075,7168,1.0
1082,18599,1.0
4235,2279,1.0
11513,19278,1.0
8818,4481,1.0
2739,3535,1.0
11394,7324,1.0
2840,19505,1.0
10446,11523,1.0
1310,20079,1.0
7201,18402,1.0
6395,8410,1.0
924,20310,1.0
11924,5948,1.0
12184,18113,1.0
4134,10401,1.0
4808,15637,1.0
1288,1590,1.0
3577,9726,1.0
632,6444,1.0
11224,21051,1.0
9865,9702,1.0
11779,13669,1.0
3127,3599,1.0
12520,4175,1.0
10615,21360,1.0
10825,8293,1.0
1793,14882,1.0
544,2371,1.0
9667,9214,1.0
586,3888,1.0
7285,9958,1.0
7706,16046,1.0
1772,6,1.0
4136,13265,1.0
4219,20645,1.0
3961,558,1.0
3728,1847,1.0
9101,1499,1.0
5294,21362,1.0
5670,16902,1.0
1676,5812,1.0
10577,9863,1.0
3367,3182,1.0
5317,496,1.0
11098,6336,1.0
9937,9385,1.0
1492,15582,1.0
11503,19626,1.0
2427,6534,1.0
2727,19186,1.0
6442,17431,1.0
2059,4722,1.0
3160,8512,1.0
4731,13112,1.0
10622,13175,1.0
3899,20341,1.0
1725,14556,1.0
2464,741,1.0
5617,8290,1.0
2617,5776,1.0
4684,16956,1.0
8235,12155,1.0
11833,16466,1.0
2574,18766,1.0
563,6833,1.0
10339,18346,1.0
10016,13562,1.0
5955,11964,1.0
2065,9969,1.0
11546,1401,1.0
10975,21590,1.0
2542,6097,1.0
10371,18704,1.0
624,19628,1.0
3794,2468,1.0
929,5311,1.0
3468,6000,1.0
6194,1829,1.0
11795,19146,1.0
9398,473,1.0
1207,3882,1.0
11980,7322,1.0
9810,21961,1.0
1615,18180,1.0
11054,20726,1.0
10876,5756,1.0
952,17864,1.0
1632,8711,1.0
4487,16763,1.0
2430,16293,1.0
718,15322,1.0
8307,17934,1.0
4398,9099,1.0
5117,18539,1.0
5421,21199,1.0
11239,19871,1.0
759,15706,1.0
7139,729,1.0
5631,11314,1.0
2474,13730,1.0
5424,16058,1.0
3116,8262,1.0
9799,9085,1.0
3063,8840,1.0
3473,16215,1.0
1550,975,1.0
3121,6891,1.0
8270,13170,1.0
2178,9149,1.0
441,772,1.0
9985,20971,1.0
6669,21221,1.0
7953,2614,1.0
1373,14993,1.0
5869,9674,1.0
12433,15276,1.0
3384,14444,1.0
2013,4528,1.0
6184,7728,1.0
1561,2304,1.0
6015,6980,1.0
10493,5990,1.0
7906,11759,1.0
5005,15433,1.0
9007,16936,1.0
10905,10764,1.0
2763,603,1.0
9909,3951,1.0
1985,12792,1.0
437,7490,1.0
3809,8005,1.0
1195,1716,1.0
3661,15304,1.0
6765,15766,1.0
4663,16771,1.0
4187,15187,1.0
644,17595,1.0
9731,8487,1.0
4520,5293,1.0
8835,5104,1.0
6076,2940,1.0
5020,2396,1.0
6550,10656,1.0
4127,13317,1.0
5769,1236,1.0
2203,16155,1.0
11599,11240,1.0
7844,4370,1.0
12220,20260,1.0
6150,12482,1.0
3556,7815,1.0
11829,4717,1.0
5822,12966,1.0
6702,2360,1.0
6544,14644,1.0
1043,17854,1.0
7098,19072,1.0
3343,6988,1.0
3025,2338,1.0
3257,6850,1.0
2386,1062,1.0
9463,16657,1.0
9945,17344,1.0
2048,5701,1.0
1905,17203,1.0
1193,8304,1.0
5850,3399,1.0
2702,17184,1.0
5453,19376,1.0
10976,12450,1.0
4072,15742,1.0
9126,13043,1.0
10495,17854,1.0
7155,7744,1.0
6177,9884,1.0
822,14936,1.0
147,6793,1.0
9159,5060,1.0
2456,19803,1.0
3970,5036,1.0
9773,4510,1.0
10923,1520,1.0
9995,20445,1.0
2870,17225,1.0
4324,18633,1.0
7870,8990,1.0
7652,12800,1.0
9884,5940,1.0
622,14281,1.0
2361,11798,1.0
892,9791,1.0
2006,18260,1.0
10700,11275,1.0
3153,9581,1.0
5499,13375,1.0
8766,3953,1.0
8807,2523,1.0
10764,19448,1.0
2014,11817,1.0
11041,2079,1.0
6292,7519,1.0
4254,15171,1.0
10801,9674,1.0
5818,5860,1.0
10761,9539,1.0
7345,13719,1.0
5049,22006,1.0
2494,10886,1.0
2205,13910,1.0
12346,14088,1.0
10694,21391,1.0
3013,3203,1.0
7051,14663,1.0
309,1743,1.0
36,11212,1.0
10063,1332,1.0
2519,13745,1.0
6575,6241,1.0
2305,13185,1.0
9411,11179,1.0
5314,5349,1.0
8422,10705,1.0
9523,1220,1.0
8941,9531,1.0
999,4275,1.0
5907,7979,1.0
7033,2705,1.0
6897,4360,1.0
11609,12278,1.0
12410,10681,1.0
8983,19277,1.0
320,3435,1.0
12621,7315,1.0
11159,21317,1.0
4404,7208,1.0
10245,16761,1.0
2318,13560,1.0
302,17315,1.0
12387,19548,1.0
9460,19490,1.0
555,11966,1.0
9514,17363,1.0
749,10057,1.0
8561,14100,1.0
2878,13804,1.0
7548,9885,1.0
9050,9951,1.0
6683,9496,1.0
1071,3922,1.0
2718,17710,1.0
3022,21548,1.0
665,10225,1.0
5538,12798,1.0
10203,19830,1.0
9112,6797,1.0
8713,7710,1.0
6204,13153,1.0
11991,8083,1.0
1199,6045,1.0
1977,8878,1.0
2983,18714,1.0
3281,4577,1.0
8834,7327,1.0
1687,13405,1.0
624,17680,1.0
3363,20510,1.0
10934,21860,1.0
3710,10465,1.0
4945,3254,1.0
12500,7107,1.0
6079,14559,1.0
8144,19845,1.0
5012,8426,1.0
6538,13436,1.0
7710,20934,1.0
240,1255,1.0
5613,10655,1.0
5602,10538,1.0
3728,7179,1.0
5042,15281,1.0
152,12646,1.0
4372,13233,1.0
3192,5545,1.0
9228,17137,1.0
2694,15177,1.0
5107,10410,1.0
5333,12536,1.0
1351,5494,1.0
727,13258,1.0
10866,11100,1.0
4946,11958,1.0
4902,21496,1.0
624,11573,1.0
7038,13030,1.0
9185,12835,1.0
8787,6985,1.0
5776,16846,1.0
7861,16197,1.0
9816,8326,1.0
892,3810,1.0
10595,14849,1.0
5224,5700,1.0
5050,11014,1.0
146,19627,1.0
11731,18341,1.0
6919,21207,1.0
11120,19067,1.0
12307,13974,1.0
11727,15926,1.0
9600,11553,1.0
358,9864,1.0
12218,15047,1.0
9915,20968,1.0
4008,5702,1.0
2143,7907,1.0
6837,11465,1.0
5448,19584,1.0
7041,5168,1.0
7304,9625,1.0
5048,8196,1.0
5186,1555,1.0
6547,3930,1.0
733,1757,1.0
3664,2760,1.0
6595,21709,1.0
9145,17645,1.0
7399,3802,1.0
1724,14371,1.0
2632,7193,1.0
5251,16316,1.0
11180,20530,1.0
3915,14706,1.0
6016,4531,1.0
5394,4059,1.0
3382,10392,1.0
2890,3038,1.0
9117,8450,1.0
12432,16340,1.0
10136,4294,1.0
8396,19254,1.0
4228,14646,1.0
9213,14728,1.0
764,18315,1.0
5201,15886,1.0
1678,11243,1.0
792,20375,1.0
4593,1277,1.0
1309,4318,1.0
10392,21012,1.0
11751,1839,1.0
11264,1496,1.0
7120,7479,1.0
350,5915,1.0
1451,9371,1.0
29,12953,1.0
8582,10616,1.0
5457,2560,1.0
539,16671,1.0
3409,8311,1.0
6920,12221,1.0
11508,9526,1.0
10566,17248,1.0
5461,11688,1.0
5719,14622,1.0
9620,8155,1.0
607,8731,1.0
9527,2996,1.0
7398,11333,1.0
4472,16515,1.0
11669,18602,1.0
1090,11463,1.0
11036,6832,1.0
1001,15850,1.0
12260,19386,1.0
11664,21223,1.0
6329,17178,1.0
10082,13003,1.0
7189,2366,1.0
9339,11750,1.0
8193,16037,1.0
2578,18468,1.0
7860,18805,1.0
6304,790,1.0
3720,12584,1.0
8248,9629,1.0
8043,8738,1.0
747,17411,1.0
5162,3462,1.0
8425,15783,1.0
2289,195,1.0
7302,20921,1.0
2829,21066,1.0
6261,20593,1.0
7317,7663,1.0
4813,2583,1.0
6234,22033,1.0
4103,13571,1.0
11097,3261,1.0
2405,21547,1.0
11152,3202,1.0
4333,10680,1.0
10673,2558,1.0
430,18587,1.0
9285,8047,1.0
512,18553,1.0
10628,17832,1.0
7743,8392,1.0
6506,10574,1.0
4520,14190,1.0
9988,12677,1.0
12406,18938,1.0
9328,13505,1.0
704,20769,1.0
6777,9014,1.0
3604,12043,1.0
11533,803,1.0
10520,3396,1.0
5095,11026,1.0
9860,17139,1.0
11216,22082,1.0
4365,3824,1.0
10137,18653,1.0
10321,6621,1.0
3309,15583,1.0
9314,20538,1.0
8700,14180,1.0
1476,7870,1.0
11585,20603,1.0
5208,16484,1.0
6362,5393,1.0
2759,15199,1.0
3835,18823,1.0
1061,12667,1.0
8875,4238,1.0
4413,16149,1.0
5065,17680,1.0
8783,1708,1.0
9637,14829,1.0
9834,15127,1.0
2081,13553,1.0
5171,8600,1.0
1324,8196,1.0
8108,20661,1.0
9821,18227,1.0
11199,11062,1.0
4285,16532,1.0
8272,7229,1.0
4609,19545,1.0
7809,22014,1.0
8416,3332,1.0
6292,21080,1.0
12220,9409,1.0
7940,7136,1.0
9043,1421,1.0
1339,15146,1.0
3577,572,1.0
11351,13956,1.0
11722,20314,1.0
4160,13629,1.0
832,3939,1.0
10467,13257,1.0
8188,4474,1.0
7908,10505,1.0
2597,7682,1.0
1944,18868,1.0
6451,7663,1.0
603,17888,1.0
8039,6581,1.0
3486,13712,1.0
8480,10913,1.0
8508,9870,1.0
2894,20544,1.0
10696,5777,1.0
11411,12998,1.0
6267,8075,1.0
5962,6836,1.0
1395,19687,1.0
5530,10853,1.0
8877,4515,1.0
8944,14386,1.0
12559,7033,1.0
9277,17544,1.0
7368,3188,1.0
8097,20468,1.0
7347,21561,1.0
4409,14813,1.0
477,20615,1.0
2878,9079,1.0
4607,6837,1.0
806,9698,1.0
5407,4127,1.0
10121,19331,1.0
12166,7647,1.0
3266,148,1.0
5811,1709,1.0
9844,15653,1.0
4255,7659,1.0
3452,13952,1.0
7018,898,1.0
2622,13537,1.0
4386,4689,1.0
5915,5926,1.0
3474,9095,1.0
131,18049,1.0
141,22135,1.0
6152,20569,1.0
10946,4013,1.0
9024,645,1.0
10282,1901,1.0
12418,2767,1.0
9308,12589,1.0
2125,19110,1.0
10877,152,1.0
3535,11066,1.0
5500,13902,1.0
396,7644,1.0
10809,15334,1.0
4969,3919,1.0
10078,15982,1.0
6975,2664,1.0
2588,10644,1.0
11110,12677,1.0
5116,21470,1.0
806,14107,1.0
1443,19613,1.0
11849,13684,1.0
4078,14625,1.0
10391,20466,1.0
7402,6281,1.0
10888,17514,1.0
5288,16349,1.0
1324,11213,1.0
628,9851,1.0
1465,21514,1.0
5256,22023,1.0
8821,3788,1.0
12313,19975,1.0
2755,15822,1.0
262,7527,1.0
7956,17453,1.0
41,4634,1.0
7002,15587,1.0
11609,18306,1.0
11231,8489,1.0
9091,14652,1.0
19,12699,1.0
6726,7663,1.0
2739,4528,1.0
10583,2137,1.0
11007,15674,1.0
5952,19035,1.0
5295,19056,1.0
3713,10568,1.0
3245,6959,1.0
3403,8336,1.0
5165,21211,1.0
10583,17874,1.0
3643,6837,1.0
11998,6731,1.0
11425,16985,1.0
739,19344,1.0
1617,11406,1.0
373,12659,1.0
1093,21678,1.0
494,18079,1.0
2315,20146,1.0
2538,16717,1.0
8427,6678,1.0
11137,1494,1.0
7499,7524,1.0
10814,13549,1.0
12231,17615,1.0
12260,9529,1.0
11437,14377,1.0
552,14976,1.0
6034,5506,1.0
936,13880,1.0
10620,7711,1.0
12070,9852,1.0
3664,8893,1.0
5159,7120,1.0
4797,11519,1.0
8712,15057,1.0
7619,18904,1.0
932,20369,1.0
11975,20016,1.0
11223,13080,1.0
5213,13036,1.0
30,21958,1.0
12171,21976,1.0
7377,3306,1.0
7174,20877,1.0
711,18420,1.0
7214,19693,1.0
5425,7326,1.0
1692,16971,1.0
5776,5383,1.0
3889,13890,1.0
2154,794,1.0
8065,19186,1.0
8189,9459,1.0
4544,5955,1.0
913,6807,1.0
7786,12002,1.0
8177,14803,1.0
11872,18455,1.0
10613,21250,1.0
7150,7208,1.0
6397,15440,1.0
469,12027,1.0
1744,15186,1.0
659,7293,1.0
597,19024,1.0
7356,1859,1.0
9172,10168,1.0
6365,6358,1.0
8839,14658,1.0
6042,19466,1.0
784,5472,1.0
11034,1095,1.0
8294,4900,1.0
9217,10102,1.0
9339,15186,1.0
4766,19843,1.0
6951,21397,1.0
2024,5622,1.0
3253,19623,1.0
7544,12392,1.0
8402,2952,1.0
10949,8018,1.0
1129,11995,1.0
10463,22134,1.0
4730,13428,1.0
10975,21104,1.0
12170,14451,1.0
525,13805,1.0
7620,15083,1.0
8249,17891,1.0
5704,21718,1.0
10674,5023,1.0
6043,10230,1.0
1776,8155,1.0
6824,5594,1.0
8235,4525,1.0
2431,9779,1.0
435,1224,1.0
10748,15842,1.0
11489,21983,1.0
2133,16823,1.0
10651,2947,1.0
10273,6242,1.0
2162,5263,1.0
1921,19504,1.0
1335,14624,1.0
5331,21627,1.0
1289,18075,1.0
8909,1792,1.0
6028,21847,1.0
6854,17241,1.0
12119,4655,1.0
9739,4312,1.0
12017,4857,1.0
4477,13584,1.0
3949,9998,1.0
10248,9489,1.0
4193,15138,1.0
3758,12085,1.0
4025,10019,1.0
2971,207,1.0
7759,20831,1.0
583,16285,1.0
10299,16255,1.0
9165,17795,1.0
668,15007,1.0
9072,20221,1.0
7931,14318,1.0
10294,21920,1.0
7335,9826,1.0
8880,9526,1.0
11379,4533,1.0
10837,15325,1.0
9963,16360,1.0
8114,21291,1.0
4662,20478,1.0
9305,16052,1.0
11341,18785,1.0
9499,13654,1.0
4171,15528,1.0
10057,13939,1.0
11972,20040,1.0
3433,15453,1.0
6552,16041,1.0
12269,12452,1.0
3272,12232,1.0
2431,9707,1.0
6729,13305,1.0
11126,4474,1.0
11907,12268,1.0
8767,17807,1.0
1526,8474,1.0
8456,5045,1.0
10429,6995,1.0
9451,6384,1.0
3977,15003,1.0
2458,8633,1.0
8552,1724,1.0
4008,11367,1.0
733,8974,1.0
2138,8529,1.0
8790,14724,1.0
2370,12418,1.0
3290,20419,1.0
2927,4199,1.0
2968,14929,1.0
11623,802,1.0
2188,3677,1.0
10482,12450,1.0
1934,19021,1.0
4668,10953,1.0
3396,14681,1.0
6208,14218,1.0
8360,20235,1.0
2910,21680,1.0
9828,18384,1.0
11366,6082,1.0
410,17975,1.0
2734,7780,1.0
4161,21731,1.0
12461,7560,1.0
11381,16131,1.0
11907,10607,1.0
11393,20153,1.0
12316,11715,1.0
12284,21075,1.0
9422,15056,1.0
432,13610,1.0
6609,9759,1.0
5636,3795,1.0
12503,10561,1.0
2902,2358,1.0
12089,4362,1.0
5283,8512,1.0
10288,11951,1.0
10819,1667,1.0
11173,13858,1.0
6474,4511,1.0
2004,14286,1.0
7580,12419,1.0
9664,9569,1.0
6506,18033,1.0
2877,7213,1.0
11664,18478,1.0
141,4561,1.0
3336,20652,1.0
7859,20293,1.0
9316,14856,1.0
7238,16799,1.0
10246,15896,1.0
3104,2380,1.0
3712,5432,1.0
9231,8632,1.0
8538,2933,1.0
11802,15561,1.0
10394,18742,1.0
12100,9609,1.0
10638,17272,1.0
11130,8309,1.0
12547,3113,1.0
5741,4199,1.0
2813,12652,1.0
6455,5561,1.0
3541,6125,1.0
10002,9457,1.0
9064,13546,1.0
3977,17347,1.0
4080,12749,1.0
5651,10036,1.0
7665,18358,1.0
2367,15411,1.0
12522,19515,1.0
6109,18329,1.0
2251,6180,1.0
7596,18205,1.0
6667,14148,1.0
4839,14542,1.0
2889,21163,1.0
11576,2417,1.0
4374,21073,1.0
2571,946,1.0
11548,767,1.0
5082,7066,1.0
2804,9727,1.0
6049,17156,1.0
1353,7738,1.0
11907,16491,1.0
1787,11690,1.0
10014,10913,1.0
1356,5860,1.0
8330,18734,1.0
10897,3203,1.0
4394,15935,1.0
5433,1574,1.0
7924,21216,1.0
1805,18951,1.0
7055,11573,1.0
2825,4109,1.0
8310,12564,1.0
10966,9975,1.0
10822,14817,1.0
1917,8794,1.0
568,1349,1.0
7468,6567,1.0
12424,15504,1.0
351,9587,1.0
67,14676,1.0
133,7987,1.0
5466,13396,1.0
4855,15380,1.0
9346,12553,1.0
12241,21824,1.0
6669,12979,1.0
7099,6746,1.0
7370,9204,1.0
2188,5329,1.0
11232,5824,1.0
3562,12206,1.0
7631,6230,1.0
10502,10487,1.0
9371,16783,1.0
2696,12007,1.0
890,3749,1.0
4381,13915,1.0
8126,15773,1.0
11116,19186,1.0
3136,9406,1.0
4477,20760,1.0
6398,17653,1.0
7097,21307,1.0
11344,13002,1.0
6225,10834,1.0
10596,18268,1.0
3533,14441,1.0
4968,20537,1.0
2178,12424,1.0
8011,3378,1.0
5858,2057,1.0
4666,13327,1.0
9419,11691,1.0
4080,10804,1.0
8712,20971,1.0
283,10944,1.0
10821,4120,1.0
489,14014,1.0
8380,4406,1.0
1876,22149,1.0
2648,15374,1.0
637,1142,1.0
